,Feat,Tfs,corpus_index
2330,chave reserva,146.0,890.0
2331,único dono,139.0,890.0
2332,travas elétricas,159.0,890.0
2333,regulagem altura,155.0,890.0
2334,retrovisores elétricos,138.0,890.0
2335,ar condicionado,360.0,891.0
2336,direção hidráulica,181.0,891.0
2337,travas elétricas,159.0,891.0
2338,computador bordo,210.0,894.0
2339,rodas liga,207.0,894.0
2340,liga leve,202.0,894.0
2341,desembaçador traseiro,187.0,894.0
2342,freio abs,169.0,894.0
2343,único dono,139.0,894.0
2344,direção elétrica,168.0,894.0
2345,ano cor,117.0,894.0
2346,retrovisores elétricos,138.0,894.0
2347,ar condicionado,360.0,895.0
2348,vidros elétricos,208.0,895.0
2349,travas elétricas,159.0,895.0
2350,direção elétrica,168.0,895.0
2351,computador bordo,210.0,896.0
2352,vidros elétricos,208.0,896.0
2353,rodas liga,207.0,896.0
2354,direção hidráulica,181.0,896.0
2355,liga leve,202.0,896.0
2356,desembaçador traseiro,187.0,896.0
2357,air bag,165.0,896.0
2358,freio abs,169.0,896.0
2359,travas elétricas,159.0,896.0
2360,retrovisores elétricos,138.0,896.0
2361,computador bordo,210.0,897.0
2362,vidros elétricos,208.0,897.0
2363,rodas liga,207.0,897.0
2364,direção hidráulica,181.0,897.0
2365,liga leve,202.0,897.0
2366,desembaçador traseiro,187.0,897.0
2367,air bag,165.0,897.0
2368,freio abs,169.0,897.0
2369,travas elétricas,159.0,897.0
2370,retrovisores elétricos,138.0,897.0
2371,ar condicionado,360.0,898.0
2372,vidros elétricos,208.0,898.0
2373,direção hidráulica,181.0,898.0
2374,air bag,165.0,898.0
2375,freio abs,169.0,898.0
2376,ar condicionado,360.0,902.0
2377,direção hidráulica,181.0,902.0
2378,chave reserva,146.0,905.0
2379,direção hidráulica,181.0,910.0
2380,pneus novos,95.0,910.0
2381,pneus novos,95.0,911.0
2382,ar condicionado,360.0,913.0
2383,ipva pago,153.0,913.0
2384,ar condicionado,360.0,914.0
2385,computador bordo,210.0,914.0
2386,vidros elétricos,208.0,914.0
2387,rodas liga,207.0,914.0
2388,direção hidráulica,181.0,914.0
2389,liga leve,202.0,914.0
2390,desembaçador traseiro,187.0,914.0
2391,air bag,165.0,914.0
2392,freio abs,169.0,914.0
2393,travas elétricas,159.0,914.0
2394,ar condicionado,360.0,919.0
2395,ipva pago,153.0,919.0
2396,chave reserva,146.0,919.0
2397,travas elétricas,159.0,919.0
2398,direção elétrica,168.0,919.0
2399,pneus novos,95.0,919.0
2400,publicado revenda,71.0,921.0
2401,chave reserva,146.0,921.0
2402,bancos couro,145.0,922.0
2403,ar condicionado,360.0,923.0
2404,vidros elétricos,208.0,923.0
2405,direção hidráulica,181.0,923.0
2406,air bag,165.0,923.0
2407,único dono,139.0,923.0
2408,travas elétricas,159.0,923.0
2409,ar condicionado,360.0,924.0
2410,computador bordo,210.0,924.0
2411,vidros elétricos,208.0,924.0
2412,rodas liga,207.0,924.0
2413,liga leve,202.0,924.0
2414,desembaçador traseiro,187.0,924.0
2415,air bag,165.0,924.0
2416,freio abs,169.0,924.0
2417,chave reserva,146.0,924.0
2418,único dono,139.0,924.0
2419,travas elétricas,159.0,924.0
2420,bancos couro,145.0,924.0
2421,retrovisores elétricos,138.0,924.0
2422,ar condicionado,360.0,926.0
2423,computador bordo,210.0,926.0
2424,rodas liga,207.0,926.0
2425,liga leve,202.0,926.0
2426,desembaçador traseiro,187.0,926.0
2427,freio abs,169.0,926.0
2428,único dono,139.0,926.0
2429,direção elétrica,168.0,926.0
2430,regulagem altura,155.0,926.0
2431,bancos couro,145.0,926.0
2432,ano cor,117.0,926.0
2433,retrovisores elétricos,138.0,926.0
2434,ar condicionado,360.0,927.0
2435,vidros elétricos,208.0,927.0
2436,direção hidráulica,181.0,927.0
2437,travas elétricas,159.0,927.0
2438,retrovisores elétricos,138.0,927.0
2439,único dono,139.0,928.0
2440,ar condicionado,360.0,931.0
2441,computador bordo,210.0,931.0
2442,vidros elétricos,208.0,931.0
2443,rodas liga,207.0,931.0
2444,direção hidráulica,181.0,931.0
2445,liga leve,202.0,931.0
2446,ipva pago,153.0,931.0
2447,desembaçador traseiro,187.0,931.0
2448,air bag,165.0,931.0
2449,freio abs,169.0,931.0
2450,único dono,139.0,931.0
2451,travas elétricas,159.0,931.0
2452,regulagem altura,155.0,931.0
2453,bancos couro,145.0,931.0
2454,retrovisores elétricos,138.0,931.0
2455,rodas liga,207.0,932.0
2456,liga leve,202.0,932.0
2457,desembaçador traseiro,187.0,932.0
2458,freio abs,169.0,932.0
2459,ano cor,117.0,932.0
2460,único dono,139.0,933.0
2461,direção elétrica,168.0,935.0
2462,pneus novos,95.0,936.0
2463,publicado revenda,71.0,937.0
2464,ar condicionado,360.0,938.0
2465,computador bordo,210.0,938.0
2466,vidros elétricos,208.0,938.0
2467,rodas liga,207.0,938.0
2468,direção hidráulica,181.0,938.0
2469,liga leve,202.0,938.0
2470,air bag,165.0,938.0
2471,freio abs,169.0,938.0
2472,travas elétricas,159.0,938.0
2473,retrovisores elétricos,138.0,938.0
2474,chave reserva,146.0,939.0
2475,pneus novos,95.0,939.0
2476,pneus novos,95.0,940.0
2477,ar condicionado,360.0,941.0
2478,computador bordo,210.0,941.0
2479,rodas liga,207.0,941.0
2480,direção hidráulica,181.0,941.0
2481,liga leve,202.0,941.0
2482,ar condicionado,360.0,943.0
2483,rodas liga,207.0,943.0
2484,direção hidráulica,181.0,943.0
2485,ipva pago,153.0,943.0
2486,regulagem altura,155.0,943.0
2487,ar condicionado,360.0,944.0
2488,direção elétrica,168.0,944.0
2489,bancos couro,145.0,944.0
2490,chave reserva,146.0,946.0
2491,pneus novos,95.0,946.0
2492,pneus novos,95.0,947.0
2493,ar condicionado,360.0,948.0
2494,computador bordo,210.0,948.0
2495,rodas liga,207.0,948.0
2496,direção hidráulica,181.0,948.0
2497,liga leve,202.0,948.0
2498,ar condicionado,360.0,950.0
2499,rodas liga,207.0,950.0
2500,direção hidráulica,181.0,950.0
2501,ipva pago,153.0,950.0
2502,regulagem altura,155.0,950.0
2503,ar condicionado,360.0,951.0
2504,direção elétrica,168.0,951.0
2505,bancos couro,145.0,951.0
2506,único dono,139.0,953.0
2507,bancos couro,145.0,953.0
2508,pneus novos,95.0,953.0
2509,ar condicionado,360.0,955.0
2510,computador bordo,210.0,955.0
2511,rodas liga,207.0,955.0
2512,liga leve,202.0,955.0
2513,direção elétrica,168.0,955.0
2514,bancos couro,145.0,955.0
2515,retrovisores elétricos,138.0,955.0
2516,ar condicionado,360.0,956.0
2517,ipva pago,153.0,956.0
2518,chave reserva,146.0,956.0
2519,travas elétricas,159.0,956.0
2520,direção elétrica,168.0,956.0
2521,pneus novos,95.0,956.0
2522,ar condicionado,360.0,961.0
2523,chave reserva,146.0,963.0
2524,pneus novos,95.0,963.0
2525,chave reserva,146.0,966.0
2526,ar condicionado,360.0,967.0
2527,computador bordo,210.0,967.0
2528,vidros elétricos,208.0,967.0
2529,rodas liga,207.0,967.0
2530,direção hidráulica,181.0,967.0
2531,liga leve,202.0,967.0
2532,ipva pago,153.0,967.0
2533,desembaçador traseiro,187.0,967.0
2534,air bag,165.0,967.0
2535,freio abs,169.0,967.0
2536,travas elétricas,159.0,967.0
2537,direção elétrica,168.0,967.0
2538,regulagem altura,155.0,967.0
2539,retrovisores elétricos,138.0,967.0
2540,rodas liga,207.0,968.0
2541,liga leve,202.0,968.0
2542,travas elétricas,159.0,968.0
2543,retrovisores elétricos,138.0,968.0
2544,ar condicionado,360.0,974.0
2545,vidros elétricos,208.0,974.0
2546,publicado revenda,71.0,974.0
2547,direção hidráulica,181.0,974.0
2548,computador bordo,210.0,975.0
2549,rodas liga,207.0,975.0
2550,liga leve,202.0,975.0
2551,ar condicionado,360.0,977.0
2552,vidros elétricos,208.0,977.0
2553,direção hidráulica,181.0,977.0
2554,travas elétricas,159.0,977.0
2555,ar condicionado,360.0,979.0
2556,travas elétricas,159.0,979.0
2557,regulagem altura,155.0,979.0
2558,air bag,165.0,980.0
2559,chave reserva,146.0,980.0
2560,publicado revenda,71.0,981.0
2561,direção hidráulica,181.0,981.0
2562,ar condicionado,360.0,982.0
2563,computador bordo,210.0,982.0
2564,vidros elétricos,208.0,982.0
2565,direção hidráulica,181.0,982.0
2566,ipva pago,153.0,982.0
2567,desembaçador traseiro,187.0,982.0
2568,air bag,165.0,982.0
2569,freio abs,169.0,982.0
2570,travas elétricas,159.0,982.0
2571,direção elétrica,168.0,982.0
2572,único dono,139.0,983.0
2573,ar condicionado,360.0,986.0
2574,computador bordo,210.0,986.0
2575,liga leve,202.0,986.0
2576,direção elétrica,168.0,986.0
2577,regulagem altura,155.0,986.0
2578,ipva pago,153.0,988.0
2579,desembaçador traseiro,187.0,988.0
2580,bancos couro,145.0,988.0
2581,ano cor,117.0,988.0
2582,retrovisores elétricos,138.0,988.0
2583,ar condicionado,360.0,989.0
2584,computador bordo,210.0,989.0
2585,vidros elétricos,208.0,989.0
2586,air bag,165.0,989.0
2587,freio abs,169.0,989.0
2588,travas elétricas,159.0,989.0
2589,direção elétrica,168.0,989.0
2590,regulagem altura,155.0,989.0
2591,retrovisores elétricos,138.0,989.0
2592,ano cor,117.0,990.0
2593,ar condicionado,360.0,991.0
2594,computador bordo,210.0,991.0
2595,vidros elétricos,208.0,991.0
2596,direção hidráulica,181.0,991.0
2597,ipva pago,153.0,991.0
2598,desembaçador traseiro,187.0,991.0
2599,air bag,165.0,991.0
2600,freio abs,169.0,991.0
2601,travas elétricas,159.0,991.0
2602,retrovisores elétricos,138.0,991.0
2603,computador bordo,210.0,993.0
2604,vidros elétricos,208.0,993.0
2605,rodas liga,207.0,993.0
2606,liga leve,202.0,993.0
2607,chave reserva,146.0,993.0
2608,direção elétrica,168.0,993.0
2609,retrovisores elétricos,138.0,993.0
2610,ar condicionado,360.0,994.0
2611,computador bordo,210.0,994.0
2612,publicado revenda,71.0,994.0
2613,direção hidráulica,181.0,994.0
2614,travas elétricas,159.0,994.0
2615,bancos couro,145.0,994.0
2616,ipva pago,153.0,995.0
2617,desembaçador traseiro,187.0,995.0
2618,ano cor,117.0,995.0
2619,único dono,139.0,996.0
2620,ar condicionado,360.0,999.0
2621,computador bordo,210.0,999.0
2622,liga leve,202.0,999.0
2623,direção elétrica,168.0,999.0
2624,regulagem altura,155.0,999.0
2625,ipva pago,153.0,1001.0
2626,desembaçador traseiro,187.0,1001.0
2627,bancos couro,145.0,1001.0
2628,ano cor,117.0,1001.0
2629,retrovisores elétricos,138.0,1001.0
2630,ar condicionado,360.0,1002.0
2631,computador bordo,210.0,1002.0
2632,vidros elétricos,208.0,1002.0
2633,air bag,165.0,1002.0
2634,freio abs,169.0,1002.0
2635,travas elétricas,159.0,1002.0
2636,direção elétrica,168.0,1002.0
2637,regulagem altura,155.0,1002.0
2638,retrovisores elétricos,138.0,1002.0
2639,ano cor,117.0,1003.0
2640,ar condicionado,360.0,1004.0
2641,computador bordo,210.0,1004.0
2642,vidros elétricos,208.0,1004.0
2643,direção hidráulica,181.0,1004.0
2644,ipva pago,153.0,1004.0
2645,desembaçador traseiro,187.0,1004.0
2646,air bag,165.0,1004.0
2647,freio abs,169.0,1004.0
2648,travas elétricas,159.0,1004.0
2649,retrovisores elétricos,138.0,1004.0
2650,computador bordo,210.0,1006.0
2651,vidros elétricos,208.0,1006.0
2652,rodas liga,207.0,1006.0
2653,liga leve,202.0,1006.0
2654,chave reserva,146.0,1006.0
2655,direção elétrica,168.0,1006.0
2656,retrovisores elétricos,138.0,1006.0
2657,ar condicionado,360.0,1007.0
2658,computador bordo,210.0,1007.0
2659,publicado revenda,71.0,1007.0
2660,direção hidráulica,181.0,1007.0
2661,travas elétricas,159.0,1007.0
2662,bancos couro,145.0,1007.0
2663,ipva pago,153.0,1008.0
2664,desembaçador traseiro,187.0,1008.0
2665,ano cor,117.0,1008.0
2666,computador bordo,210.0,1012.0
2667,rodas liga,207.0,1012.0
2668,liga leve,202.0,1012.0
2669,desembaçador traseiro,187.0,1012.0
2670,freio abs,169.0,1012.0
2671,direção elétrica,168.0,1012.0
2672,regulagem altura,155.0,1012.0
2673,bancos couro,145.0,1012.0
2674,retrovisores elétricos,138.0,1012.0
2675,publicado revenda,71.0,1014.0
2676,publicado revenda,71.0,1016.0
2677,ar condicionado,360.0,1018.0
2678,vidros elétricos,208.0,1018.0
2679,direção hidráulica,181.0,1018.0
2680,travas elétricas,159.0,1018.0
2681,desembaçador traseiro,187.0,1021.0
2682,freio abs,169.0,1021.0
2683,ipva pago,153.0,1023.0
2684,publicado revenda,71.0,1024.0
2685,air bag,165.0,1025.0
2686,único dono,139.0,1025.0
2687,publicado revenda,71.0,1027.0
2688,ar condicionado,360.0,1028.0
2689,pneus novos,95.0,1028.0
2690,ar condicionado,360.0,1029.0
2691,computador bordo,210.0,1029.0
2692,rodas liga,207.0,1029.0
2693,liga leve,202.0,1029.0
2694,ipva pago,153.0,1029.0
2695,desembaçador traseiro,187.0,1029.0
2696,freio abs,169.0,1029.0
2697,regulagem altura,155.0,1029.0
2698,bancos couro,145.0,1029.0
2699,ano cor,117.0,1029.0
2700,retrovisores elétricos,138.0,1029.0
2701,ar condicionado,360.0,1030.0
2702,computador bordo,210.0,1030.0
2703,vidros elétricos,208.0,1030.0
2704,rodas liga,207.0,1030.0
2705,liga leve,202.0,1030.0
2706,travas elétricas,159.0,1030.0
2707,direção elétrica,168.0,1030.0
2708,retrovisores elétricos,138.0,1030.0
2709,ar condicionado,360.0,1031.0
2710,vidros elétricos,208.0,1031.0
2711,rodas liga,207.0,1031.0
2712,direção hidráulica,181.0,1031.0
2713,liga leve,202.0,1031.0
2714,ipva pago,153.0,1034.0
2715,direção elétrica,168.0,1034.0
2716,ano cor,117.0,1034.0
2717,pneus novos,95.0,1035.0
2718,publicado revenda,71.0,1036.0
2719,ar condicionado,360.0,1038.0
2720,vidros elétricos,208.0,1038.0
2721,desembaçador traseiro,187.0,1038.0
2722,freio abs,169.0,1038.0
2723,travas elétricas,159.0,1038.0
2724,direção elétrica,168.0,1038.0
2725,ar condicionado,360.0,1040.0
2726,computador bordo,210.0,1040.0
2727,vidros elétricos,208.0,1040.0
2728,rodas liga,207.0,1040.0
2729,direção hidráulica,181.0,1040.0
2730,liga leve,202.0,1040.0
2731,desembaçador traseiro,187.0,1040.0
2732,air bag,165.0,1040.0
2733,freio abs,169.0,1040.0
2734,travas elétricas,159.0,1040.0
2735,regulagem altura,155.0,1040.0
2736,retrovisores elétricos,138.0,1040.0
2737,computador bordo,210.0,1043.0
2738,rodas liga,207.0,1043.0
2739,liga leve,202.0,1043.0
2740,ipva pago,153.0,1043.0
2741,desembaçador traseiro,187.0,1043.0
2742,freio abs,169.0,1043.0
2743,direção elétrica,168.0,1043.0
2744,ano cor,117.0,1043.0
2745,vidros elétricos,208.0,1044.0
2746,rodas liga,207.0,1044.0
2747,liga leve,202.0,1044.0
2748,regulagem altura,155.0,1044.0
2749,ar condicionado,360.0,1045.0
2750,computador bordo,210.0,1045.0
2751,vidros elétricos,208.0,1045.0
2752,rodas liga,207.0,1045.0
2753,direção hidráulica,181.0,1045.0
2754,liga leve,202.0,1045.0
2755,chave reserva,146.0,1045.0
2756,único dono,139.0,1045.0
2757,regulagem altura,155.0,1045.0
2758,ano cor,117.0,1045.0
2759,retrovisores elétricos,138.0,1045.0
2760,air bag,165.0,1046.0
2761,único dono,139.0,1046.0
2762,publicado revenda,71.0,1048.0
2763,ar condicionado,360.0,1049.0
2764,pneus novos,95.0,1049.0
2765,ar condicionado,360.0,1050.0
2766,computador bordo,210.0,1050.0
2767,rodas liga,207.0,1050.0
2768,liga leve,202.0,1050.0
2769,ipva pago,153.0,1050.0
2770,desembaçador traseiro,187.0,1050.0
2771,freio abs,169.0,1050.0
2772,regulagem altura,155.0,1050.0
2773,bancos couro,145.0,1050.0
2774,ano cor,117.0,1050.0
2775,retrovisores elétricos,138.0,1050.0
2776,ar condicionado,360.0,1051.0
2777,computador bordo,210.0,1051.0
2778,vidros elétricos,208.0,1051.0
2779,rodas liga,207.0,1051.0
2780,liga leve,202.0,1051.0
2781,travas elétricas,159.0,1051.0
2782,direção elétrica,168.0,1051.0
2783,retrovisores elétricos,138.0,1051.0
2784,ar condicionado,360.0,1052.0
2785,vidros elétricos,208.0,1052.0
2786,rodas liga,207.0,1052.0
2787,direção hidráulica,181.0,1052.0
2788,liga leve,202.0,1052.0
2789,ipva pago,153.0,1055.0
2790,direção elétrica,168.0,1055.0
2791,ano cor,117.0,1055.0
2792,pneus novos,95.0,1056.0
2793,publicado revenda,71.0,1057.0
2794,ar condicionado,360.0,1059.0
2795,vidros elétricos,208.0,1059.0
2796,desembaçador traseiro,187.0,1059.0
2797,freio abs,169.0,1059.0
2798,travas elétricas,159.0,1059.0
2799,direção elétrica,168.0,1059.0
2800,ar condicionado,360.0,1061.0
2801,computador bordo,210.0,1061.0
2802,vidros elétricos,208.0,1061.0
2803,rodas liga,207.0,1061.0
2804,direção hidráulica,181.0,1061.0
2805,liga leve,202.0,1061.0
2806,desembaçador traseiro,187.0,1061.0
2807,air bag,165.0,1061.0
2808,freio abs,169.0,1061.0
2809,travas elétricas,159.0,1061.0
2810,regulagem altura,155.0,1061.0
2811,retrovisores elétricos,138.0,1061.0
2812,computador bordo,210.0,1064.0
2813,rodas liga,207.0,1064.0
2814,liga leve,202.0,1064.0
2815,ipva pago,153.0,1064.0
2816,desembaçador traseiro,187.0,1064.0
2817,freio abs,169.0,1064.0
2818,direção elétrica,168.0,1064.0
2819,ano cor,117.0,1064.0
2820,vidros elétricos,208.0,1065.0
2821,rodas liga,207.0,1065.0
2822,liga leve,202.0,1065.0
2823,regulagem altura,155.0,1065.0
2824,ar condicionado,360.0,1066.0
2825,computador bordo,210.0,1066.0
2826,vidros elétricos,208.0,1066.0
2827,rodas liga,207.0,1066.0
2828,direção hidráulica,181.0,1066.0
2829,liga leve,202.0,1066.0
2830,chave reserva,146.0,1066.0
2831,único dono,139.0,1066.0
2832,regulagem altura,155.0,1066.0
2833,ano cor,117.0,1066.0
2834,retrovisores elétricos,138.0,1066.0
2835,publicado revenda,71.0,1068.0
2836,computador bordo,210.0,1069.0
2837,desembaçador traseiro,187.0,1069.0
2838,freio abs,169.0,1069.0
2839,rodas liga,207.0,1070.0
2840,liga leve,202.0,1070.0
2841,chave reserva,146.0,1070.0
2842,único dono,139.0,1070.0
2843,bancos couro,145.0,1070.0
2844,publicado revenda,71.0,1072.0
2845,ar condicionado,360.0,1073.0
2846,computador bordo,210.0,1073.0
2847,vidros elétricos,208.0,1073.0
2848,rodas liga,207.0,1073.0
2849,direção hidráulica,181.0,1073.0
2850,liga leve,202.0,1073.0
2851,ipva pago,153.0,1073.0
2852,desembaçador traseiro,187.0,1073.0
2853,air bag,165.0,1073.0
2854,freio abs,169.0,1073.0
2855,travas elétricas,159.0,1073.0
2856,regulagem altura,155.0,1073.0
2857,retrovisores elétricos,138.0,1073.0
2858,publicado revenda,71.0,1074.0
2859,único dono,139.0,1075.0
2860,ar condicionado,360.0,1076.0
2861,vidros elétricos,208.0,1076.0
2862,direção hidráulica,181.0,1076.0
2863,ipva pago,153.0,1076.0
2864,desembaçador traseiro,187.0,1076.0
2865,travas elétricas,159.0,1076.0
2866,único dono,139.0,1080.0
2867,ar condicionado,360.0,1083.0
2868,computador bordo,210.0,1083.0
2869,vidros elétricos,208.0,1083.0
2870,travas elétricas,159.0,1083.0
2871,direção elétrica,168.0,1083.0
2872,ar condicionado,360.0,1084.0
2873,vidros elétricos,208.0,1084.0
2874,direção hidráulica,181.0,1084.0
2875,travas elétricas,159.0,1084.0
2876,bancos couro,145.0,1084.0
2877,retrovisores elétricos,138.0,1084.0
2878,ipva pago,153.0,1085.0
2879,chave reserva,146.0,1085.0
2880,único dono,139.0,1085.0
2881,pneus novos,95.0,1085.0
2882,rodas liga,207.0,1092.0
2883,liga leve,202.0,1092.0
2884,chave reserva,146.0,1093.0
2885,ar condicionado,360.0,1095.0
2886,vidros elétricos,208.0,1095.0
2887,direção hidráulica,181.0,1095.0
2888,computador bordo,210.0,1096.0
2889,ipva pago,153.0,1096.0
2890,desembaçador traseiro,187.0,1096.0
2891,freio abs,169.0,1096.0
2892,único dono,139.0,1096.0
2893,ano cor,117.0,1096.0
2894,ar condicionado,360.0,1097.0
2895,pneus novos,95.0,1098.0
2896,ipva pago,153.0,1102.0
2897,air bag,165.0,1102.0
2898,chave reserva,146.0,1102.0
2899,pneus novos,95.0,1102.0
2900,ipva pago,153.0,1103.0
2901,chave reserva,146.0,1103.0
2902,único dono,139.0,1103.0
2903,chave reserva,146.0,1104.0
2904,único dono,139.0,1104.0
2905,bancos couro,145.0,1107.0
2906,pneus novos,95.0,1107.0
2907,ar condicionado,360.0,1108.0
2908,computador bordo,210.0,1108.0
2909,rodas liga,207.0,1108.0
2910,publicado revenda,71.0,1108.0
2911,liga leve,202.0,1108.0
2912,desembaçador traseiro,187.0,1108.0
2913,travas elétricas,159.0,1108.0
2914,direção elétrica,168.0,1108.0
2915,ar condicionado,360.0,1109.0
2916,direção hidráulica,181.0,1109.0
2917,pneus novos,95.0,1109.0
2918,ar condicionado,360.0,1111.0
2919,rodas liga,207.0,1111.0
2920,liga leve,202.0,1111.0
2921,direção elétrica,168.0,1111.0
2922,regulagem altura,155.0,1111.0
2923,computador bordo,210.0,1112.0
2924,ipva pago,153.0,1112.0
2925,desembaçador traseiro,187.0,1112.0
2926,freio abs,169.0,1112.0
2927,único dono,139.0,1112.0
2928,ano cor,117.0,1112.0
2929,publicado revenda,71.0,1114.0
2930,ar condicionado,360.0,1116.0
2931,computador bordo,210.0,1116.0
2932,vidros elétricos,208.0,1116.0
2933,air bag,165.0,1116.0
2934,freio abs,169.0,1116.0
2935,direção elétrica,168.0,1116.0
2936,regulagem altura,155.0,1116.0
2937,ar condicionado,360.0,1117.0
2938,computador bordo,210.0,1117.0
2939,vidros elétricos,208.0,1117.0
2940,ipva pago,153.0,1117.0
2941,desembaçador traseiro,187.0,1117.0
2942,air bag,165.0,1117.0
2943,freio abs,169.0,1117.0
2944,travas elétricas,159.0,1117.0
2945,direção elétrica,168.0,1117.0
2946,regulagem altura,155.0,1117.0
2947,ar condicionado,360.0,1118.0
2948,vidros elétricos,208.0,1118.0
2949,desembaçador traseiro,187.0,1118.0
2950,air bag,165.0,1118.0
2951,freio abs,169.0,1118.0
2952,travas elétricas,159.0,1118.0
2953,direção elétrica,168.0,1118.0
2954,ar condicionado,360.0,1119.0
2955,computador bordo,210.0,1119.0
2956,vidros elétricos,208.0,1119.0
2957,direção hidráulica,181.0,1119.0
2958,air bag,165.0,1119.0
2959,freio abs,169.0,1119.0
2960,travas elétricas,159.0,1119.0
2961,ar condicionado,360.0,1122.0
2962,computador bordo,210.0,1122.0
2963,vidros elétricos,208.0,1122.0
2964,direção hidráulica,181.0,1122.0
2965,ipva pago,153.0,1122.0
2966,air bag,165.0,1122.0
2967,freio abs,169.0,1122.0
2968,travas elétricas,159.0,1122.0
2969,computador bordo,210.0,1125.0
2970,rodas liga,207.0,1125.0
2971,liga leve,202.0,1125.0
2972,desembaçador traseiro,187.0,1125.0
2973,freio abs,169.0,1125.0
2974,direção elétrica,168.0,1125.0
2975,regulagem altura,155.0,1125.0
2976,retrovisores elétricos,138.0,1125.0
2977,vidros elétricos,208.0,1126.0
2978,rodas liga,207.0,1126.0
2979,direção hidráulica,181.0,1126.0
2980,liga leve,202.0,1126.0
2981,travas elétricas,159.0,1126.0
2982,retrovisores elétricos,138.0,1126.0
2983,pneus novos,95.0,1126.0
2984,computador bordo,210.0,1128.0
2985,desembaçador traseiro,187.0,1128.0
2986,freio abs,169.0,1128.0
2987,direção elétrica,168.0,1128.0
2988,ano cor,117.0,1128.0
2989,retrovisores elétricos,138.0,1128.0
2990,ar condicionado,360.0,1130.0
2991,vidros elétricos,208.0,1130.0
2992,rodas liga,207.0,1130.0
2993,liga leve,202.0,1130.0
2994,direção elétrica,168.0,1130.0
2995,retrovisores elétricos,138.0,1130.0
2996,ar condicionado,360.0,1131.0
2997,computador bordo,210.0,1131.0
2998,rodas liga,207.0,1131.0
2999,liga leve,202.0,1131.0
3000,chave reserva,146.0,1131.0
3001,direção elétrica,168.0,1131.0
3002,bancos couro,145.0,1131.0
3003,retrovisores elétricos,138.0,1131.0
3004,ar condicionado,360.0,1132.0
3005,computador bordo,210.0,1132.0
3006,vidros elétricos,208.0,1132.0
3007,air bag,165.0,1132.0
3008,freio abs,169.0,1132.0
3009,travas elétricas,159.0,1132.0
3010,direção elétrica,168.0,1132.0
3011,regulagem altura,155.0,1132.0
3012,bancos couro,145.0,1132.0
3013,retrovisores elétricos,138.0,1132.0
3014,ipva pago,153.0,1134.0
3015,ipva pago,153.0,1135.0
3016,ar condicionado,360.0,1136.0
3017,direção elétrica,168.0,1136.0
3018,chave reserva,146.0,1137.0
3019,pneus novos,95.0,1137.0
3020,ipva pago,153.0,1138.0
3021,pneus novos,95.0,1138.0
3022,rodas liga,207.0,1139.0
3023,liga leve,202.0,1139.0
3024,ipva pago,153.0,1139.0
3025,desembaçador traseiro,187.0,1139.0
3026,regulagem altura,155.0,1139.0
3027,ano cor,117.0,1139.0
3028,retrovisores elétricos,138.0,1139.0
3029,ar condicionado,360.0,1140.0
3030,vidros elétricos,208.0,1140.0
3031,rodas liga,207.0,1140.0
3032,publicado revenda,71.0,1140.0
3033,direção hidráulica,181.0,1140.0
3034,liga leve,202.0,1140.0
3035,ar condicionado,360.0,1144.0
3036,vidros elétricos,208.0,1144.0
3037,único dono,139.0,1144.0
3038,travas elétricas,159.0,1144.0
3039,direção elétrica,168.0,1144.0
3040,ar condicionado,360.0,1145.0
3041,computador bordo,210.0,1145.0
3042,vidros elétricos,208.0,1145.0
3043,direção hidráulica,181.0,1145.0
3044,desembaçador traseiro,187.0,1145.0
3045,air bag,165.0,1145.0
3046,freio abs,169.0,1145.0
3047,travas elétricas,159.0,1145.0
3048,computador bordo,210.0,1146.0
3049,rodas liga,207.0,1146.0
3050,liga leve,202.0,1146.0
3051,ipva pago,153.0,1146.0
3052,desembaçador traseiro,187.0,1146.0
3053,freio abs,169.0,1146.0
3054,único dono,139.0,1146.0
3055,regulagem altura,155.0,1146.0
3056,ano cor,117.0,1146.0
3057,ar condicionado,360.0,1147.0
3058,computador bordo,210.0,1147.0
3059,vidros elétricos,208.0,1147.0
3060,direção hidráulica,181.0,1147.0
3061,travas elétricas,159.0,1147.0
3062,ar condicionado,360.0,1148.0
3063,vidros elétricos,208.0,1148.0
3064,rodas liga,207.0,1148.0
3065,liga leve,202.0,1148.0
3066,travas elétricas,159.0,1148.0
3067,chave reserva,146.0,1150.0
3068,ipva pago,153.0,1151.0
3069,desembaçador traseiro,187.0,1151.0
3070,freio abs,169.0,1151.0
3071,único dono,139.0,1151.0
3072,direção elétrica,168.0,1151.0
3073,regulagem altura,155.0,1151.0
3074,ano cor,117.0,1151.0
3075,ar condicionado,360.0,1154.0
3076,computador bordo,210.0,1154.0
3077,vidros elétricos,208.0,1154.0
3078,rodas liga,207.0,1154.0
3079,direção hidráulica,181.0,1154.0
3080,liga leve,202.0,1154.0
3081,ipva pago,153.0,1154.0
3082,desembaçador traseiro,187.0,1154.0
3083,air bag,165.0,1154.0
3084,freio abs,169.0,1154.0
3085,travas elétricas,159.0,1154.0
3086,regulagem altura,155.0,1154.0
3087,bancos couro,145.0,1154.0
3088,retrovisores elétricos,138.0,1154.0
3089,ar condicionado,360.0,1156.0
3090,computador bordo,210.0,1156.0
3091,vidros elétricos,208.0,1156.0
3092,rodas liga,207.0,1156.0
3093,liga leve,202.0,1156.0
3094,direção elétrica,168.0,1156.0
